,OPERATION_DATE,HOUR_ENDING,INTERVAL_ENDING,TOUTYPE,MARKET,ZONE,PRICE
0,2018-01-01,100,15,OFF-PEAK,Real Time,Load Zone CPS,24.1
1,2018-01-01,100,30,OFF-PEAK,Real Time,Load Zone CPS,23.76
2,2018-01-01,100,45,OFF-PEAK,Real Time,Load Zone CPS,22.87
3,2018-01-01,100,100,OFF-PEAK,Real Time,Load Zone CPS,22.7
4,2018-01-01,200,115,OFF-PEAK,Real Time,Load Zone CPS,22.07
5,2018-01-01,200,130,OFF-PEAK,Real Time,Load Zone CPS,21.87
6,2018-01-01,200,145,OFF-PEAK,Real Time,Load Zone CPS,20.92
7,2018-01-01,200,200,OFF-PEAK,Real Time,Load Zone CPS,21.0
8,2018-01-01,300,215,OFF-PEAK,Real Time,Load Zone CPS,21.11
9,2018-01-01,300,230,OFF-PEAK,Real Time,Load Zone CPS,20.94
10,2018-01-01,300,245,OFF-PEAK,Real Time,Load Zone CPS,20.6
11,2018-01-01,300,300,OFF-PEAK,Real Time,Load Zone CPS,20.29
12,2018-01-01,400,315,OFF-PEAK,Real Time,Load Zone CPS,20.23
13,2018-01-01,400,330,OFF-PEAK,Real Time,Load Zone CPS,20.32
14,2018-01-01,400,345,OFF-PEAK,Real Time,Load Zone CPS,20.26
15,2018-01-01,400,400,OFF-PEAK,Real Time,Load Zone CPS,20.27
16,2018-01-01,500,415,OFF-PEAK,Real Time,Load Zone CPS,20.43
17,2018-01-01,500,430,OFF-PEAK,Real Time,Load Zone CPS,20.21
18,2018-01-01,500,445,OFF-PEAK,Real Time,Load Zone CPS,20.04
19,2018-01-01,500,500,OFF-PEAK,Real Time,Load Zone CPS,19.8
20,2018-01-01,600,515,OFF-PEAK,Real Time,Load Zone CPS,19.8
21,2018-01-01,600,530,OFF-PEAK,Real Time,Load Zone CPS,19.8
22,2018-01-01,600,545,OFF-PEAK,Real Time,Load Zone CPS,19.8
23,2018-01-01,600,600,OFF-PEAK,Real Time,Load Zone CPS,19.77
24,2018-01-01,700,615,PEAKWE,Real Time,Load Zone CPS,19.71
25,2018-01-01,700,630,PEAKWE,Real Time,Load Zone CPS,19.71
26,2018-01-01,700,645,PEAKWE,Real Time,Load Zone CPS,19.72
27,2018-01-01,700,700,PEAKWE,Real Time,Load Zone CPS,19.75
28,2018-01-01,800,715,PEAKWE,Real Time,Load Zone CPS,19.8
29,2018-01-01,800,730,PEAKWE,Real Time,Load Zone CPS,19.78
30,2018-01-01,800,745,PEAKWE,Real Time,Load Zone CPS,19.72
31,2018-01-01,800,800,PEAKWE,Real Time,Load Zone CPS,19.65
32,2018-01-01,900,815,PEAKWE,Real Time,Load Zone CPS,19.44
33,2018-01-01,900,830,PEAKWE,Real Time,Load Zone CPS,19.05
34,2018-01-01,900,845,PEAKWE,Real Time,Load Zone CPS,19.34
35,2018-01-01,900,900,PEAKWE,Real Time,Load Zone CPS,19.22
36,2018-01-01,1000,915,PEAKWE,Real Time,Load Zone CPS,19.24
37,2018-01-01,1000,930,PEAKWE,Real Time,Load Zone CPS,19.85
38,2018-01-01,1000,945,PEAKWE,Real Time,Load Zone CPS,20.18
39,2018-01-01,1000,1000,PEAKWE,Real Time,Load Zone CPS,20.18
40,2018-01-01,1100,1015,PEAKWE,Real Time,Load Zone CPS,20.12
41,2018-01-01,1100,1030,PEAKWE,Real Time,Load Zone CPS,20.33
42,2018-01-01,1100,1045,PEAKWE,Real Time,Load Zone CPS,20.44
43,2018-01-01,1100,1100,PEAKWE,Real Time,Load Zone CPS,20.65
44,2018-01-01,1200,1115,PEAKWE,Real Time,Load Zone CPS,21.06
45,2018-01-01,1200,1130,PEAKWE,Real Time,Load Zone CPS,20.66
46,2018-01-01,1200,1145,PEAKWE,Real Time,Load Zone CPS,20.45
47,2018-01-01,1200,1200,PEAKWE,Real Time,Load Zone CPS,20.2
48,2018-01-01,1300,1215,PEAKWE,Real Time,Load Zone CPS,20.13
49,2018-01-01,1300,1230,PEAKWE,Real Time,Load Zone CPS,19.99
50,2018-01-01,1300,1245,PEAKWE,Real Time,Load Zone CPS,19.9
51,2018-01-01,1300,1300,PEAKWE,Real Time,Load Zone CPS,19.82
52,2018-01-01,1400,1315,PEAKWE,Real Time,Load Zone CPS,19.82
53,2018-01-01,1400,1330,PEAKWE,Real Time,Load Zone CPS,19.8
54,2018-01-01,1400,1345,PEAKWE,Real Time,Load Zone CPS,19.73
55,2018-01-01,1400,1400,PEAKWE,Real Time,Load Zone CPS,19.69
56,2018-01-01,1500,1415,PEAKWE,Real Time,Load Zone CPS,19.6
57,2018-01-01,1500,1430,PEAKWE,Real Time,Load Zone CPS,19.59
58,2018-01-01,1500,1445,PEAKWE,Real Time,Load Zone CPS,19.54
59,2018-01-01,1500,1500,PEAKWE,Real Time,Load Zone CPS,19.51
60,2018-01-01,1600,1515,PEAKWE,Real Time,Load Zone CPS,19.41
61,2018-01-01,1600,1530,PEAKWE,Real Time,Load Zone CPS,19.55
62,2018-01-01,1600,1545,PEAKWE,Real Time,Load Zone CPS,19.57
63,2018-01-01,1600,1600,PEAKWE,Real Time,Load Zone CPS,19.02
64,2018-01-01,1700,1615,PEAKWE,Real Time,Load Zone CPS,19.23
65,2018-01-01,1700,1630,PEAKWE,Real Time,Load Zone CPS,19.5
66,2018-01-01,1700,1645,PEAKWE,Real Time,Load Zone CPS,19.48
67,2018-01-01,1700,1700,PEAKWE,Real Time,Load Zone CPS,19.64
68,2018-01-01,1800,1715,PEAKWE,Real Time,Load Zone CPS,19.73
69,2018-01-01,1800,1730,PEAKWE,Real Time,Load Zone CPS,19.91
70,2018-01-01,1800,1745,PEAKWE,Real Time,Load Zone CPS,20.2
71,2018-01-01,1800,1800,PEAKWE,Real Time,Load Zone CPS,20.6
72,2018-01-01,1900,1815,PEAKWE,Real Time,Load Zone CPS,20.61
73,2018-01-01,1900,1830,PEAKWE,Real Time,Load Zone CPS,20.09
74,2018-01-01,1900,1845,PEAKWE,Real Time,Load Zone CPS,19.83
75,2018-01-01,1900,1900,PEAKWE,Real Time,Load Zone CPS,19.69
76,2018-01-01,2000,1915,PEAKWE,Real Time,Load Zone CPS,19.63
77,2018-01-01,2000,1930,PEAKWE,Real Time,Load Zone CPS,19.59
78,2018-01-01,2000,1945,PEAKWE,Real Time,Load Zone CPS,19.48
79,2018-01-01,2000,2000,PEAKWE,Real Time,Load Zone CPS,19.05
80,2018-01-01,2100,2015,PEAKWE,Real Time,Load Zone CPS,19.37
81,2018-01-01,2100,2030,PEAKWE,Real Time,Load Zone CPS,19.41
82,2018-01-01,2100,2045,PEAKWE,Real Time,Load Zone CPS,18.86
83,2018-01-01,2100,2100,PEAKWE,Real Time,Load Zone CPS,18.25
84,2018-01-01,2200,2115,PEAKWE,Real Time,Load Zone CPS,18.06
85,2018-01-01,2200,2130,PEAKWE,Real Time,Load Zone CPS,18.48
86,2018-01-01,2200,2145,PEAKWE,Real Time,Load Zone CPS,18.32
87,2018-01-01,2200,2200,PEAKWE,Real Time,Load Zone CPS,18.1
88,2018-01-01,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,18.54
89,2018-01-01,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,16.96
90,2018-01-01,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,2.18
91,2018-01-01,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,3.79
92,2018-01-01,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,16.8
93,2018-01-01,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,0.57
94,2018-01-01,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,0.0
95,2018-01-01,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,7.26
96,2018-01-02,100,15,OFF-PEAK,Real Time,Load Zone CPS,17.01
97,2018-01-02,100,30,OFF-PEAK,Real Time,Load Zone CPS,18.3
98,2018-01-02,100,45,OFF-PEAK,Real Time,Load Zone CPS,17.59
99,2018-01-02,100,100,OFF-PEAK,Real Time,Load Zone CPS,17.2
100,2018-01-02,200,115,OFF-PEAK,Real Time,Load Zone CPS,16.82
101,2018-01-02,200,130,OFF-PEAK,Real Time,Load Zone CPS,17.02
102,2018-01-02,200,145,OFF-PEAK,Real Time,Load Zone CPS,16.5
103,2018-01-02,200,200,OFF-PEAK,Real Time,Load Zone CPS,16.84
104,2018-01-02,300,215,OFF-PEAK,Real Time,Load Zone CPS,16.83
105,2018-01-02,300,230,OFF-PEAK,Real Time,Load Zone CPS,17.11
106,2018-01-02,300,245,OFF-PEAK,Real Time,Load Zone CPS,17.31
107,2018-01-02,300,300,OFF-PEAK,Real Time,Load Zone CPS,16.39
108,2018-01-02,400,315,OFF-PEAK,Real Time,Load Zone CPS,8.11
109,2018-01-02,400,330,OFF-PEAK,Real Time,Load Zone CPS,3.89
110,2018-01-02,400,345,OFF-PEAK,Real Time,Load Zone CPS,1.09
111,2018-01-02,400,400,OFF-PEAK,Real Time,Load Zone CPS,2.31
112,2018-01-02,500,415,OFF-PEAK,Real Time,Load Zone CPS,1.82
113,2018-01-02,500,430,OFF-PEAK,Real Time,Load Zone CPS,5.4
114,2018-01-02,500,445,OFF-PEAK,Real Time,Load Zone CPS,15.66
115,2018-01-02,500,500,OFF-PEAK,Real Time,Load Zone CPS,16.67
116,2018-01-02,600,515,OFF-PEAK,Real Time,Load Zone CPS,15.19
117,2018-01-02,600,530,OFF-PEAK,Real Time,Load Zone CPS,0.29
118,2018-01-02,600,545,OFF-PEAK,Real Time,Load Zone CPS,11.07
119,2018-01-02,600,600,OFF-PEAK,Real Time,Load Zone CPS,16.18
120,2018-01-02,700,615,PEAKWD,Real Time,Load Zone CPS,16.95
121,2018-01-02,700,630,PEAKWD,Real Time,Load Zone CPS,17.58
122,2018-01-02,700,645,PEAKWD,Real Time,Load Zone CPS,16.84
123,2018-01-02,700,700,PEAKWD,Real Time,Load Zone CPS,17.39
124,2018-01-02,800,715,PEAKWD,Real Time,Load Zone CPS,18.48
125,2018-01-02,800,730,PEAKWD,Real Time,Load Zone CPS,18.02
126,2018-01-02,800,745,PEAKWD,Real Time,Load Zone CPS,18.23
127,2018-01-02,800,800,PEAKWD,Real Time,Load Zone CPS,17.93
128,2018-01-02,900,815,PEAKWD,Real Time,Load Zone CPS,17.89
129,2018-01-02,900,830,PEAKWD,Real Time,Load Zone CPS,18.09
130,2018-01-02,900,845,PEAKWD,Real Time,Load Zone CPS,18.87
131,2018-01-02,900,900,PEAKWD,Real Time,Load Zone CPS,19.21
132,2018-01-02,1000,915,PEAKWD,Real Time,Load Zone CPS,19.08
133,2018-01-02,1000,930,PEAKWD,Real Time,Load Zone CPS,19.36
134,2018-01-02,1000,945,PEAKWD,Real Time,Load Zone CPS,19.72
135,2018-01-02,1000,1000,PEAKWD,Real Time,Load Zone CPS,19.68
136,2018-01-02,1100,1015,PEAKWD,Real Time,Load Zone CPS,19.84
137,2018-01-02,1100,1030,PEAKWD,Real Time,Load Zone CPS,19.8
138,2018-01-02,1100,1045,PEAKWD,Real Time,Load Zone CPS,19.82
139,2018-01-02,1100,1100,PEAKWD,Real Time,Load Zone CPS,19.77
140,2018-01-02,1200,1115,PEAKWD,Real Time,Load Zone CPS,19.76
141,2018-01-02,1200,1130,PEAKWD,Real Time,Load Zone CPS,19.79
142,2018-01-02,1200,1145,PEAKWD,Real Time,Load Zone CPS,19.86
143,2018-01-02,1200,1200,PEAKWD,Real Time,Load Zone CPS,19.89
144,2018-01-02,1300,1215,PEAKWD,Real Time,Load Zone CPS,19.78
145,2018-01-02,1300,1230,PEAKWD,Real Time,Load Zone CPS,19.89
146,2018-01-02,1300,1245,PEAKWD,Real Time,Load Zone CPS,20.03
147,2018-01-02,1300,1300,PEAKWD,Real Time,Load Zone CPS,20.04
148,2018-01-02,1400,1315,PEAKWD,Real Time,Load Zone CPS,19.84
149,2018-01-02,1400,1330,PEAKWD,Real Time,Load Zone CPS,19.86
150,2018-01-02,1400,1345,PEAKWD,Real Time,Load Zone CPS,19.8
151,2018-01-02,1400,1400,PEAKWD,Real Time,Load Zone CPS,19.89
152,2018-01-02,1500,1415,PEAKWD,Real Time,Load Zone CPS,19.93
153,2018-01-02,1500,1430,PEAKWD,Real Time,Load Zone CPS,19.94
154,2018-01-02,1500,1445,PEAKWD,Real Time,Load Zone CPS,20.23
155,2018-01-02,1500,1500,PEAKWD,Real Time,Load Zone CPS,20.29
156,2018-01-02,1600,1515,PEAKWD,Real Time,Load Zone CPS,20.63
157,2018-01-02,1600,1530,PEAKWD,Real Time,Load Zone CPS,20.98
158,2018-01-02,1600,1545,PEAKWD,Real Time,Load Zone CPS,21.46
159,2018-01-02,1600,1600,PEAKWD,Real Time,Load Zone CPS,21.54
160,2018-01-02,1700,1615,PEAKWD,Real Time,Load Zone CPS,21.62
161,2018-01-02,1700,1630,PEAKWD,Real Time,Load Zone CPS,21.8
162,2018-01-02,1700,1645,PEAKWD,Real Time,Load Zone CPS,22.09
163,2018-01-02,1700,1700,PEAKWD,Real Time,Load Zone CPS,22.42
164,2018-01-02,1800,1715,PEAKWD,Real Time,Load Zone CPS,22.66
165,2018-01-02,1800,1730,PEAKWD,Real Time,Load Zone CPS,30.36
166,2018-01-02,1800,1745,PEAKWD,Real Time,Load Zone CPS,183.26
167,2018-01-02,1800,1800,PEAKWD,Real Time,Load Zone CPS,29.05
168,2018-01-02,1900,1815,PEAKWD,Real Time,Load Zone CPS,28.13
169,2018-01-02,1900,1830,PEAKWD,Real Time,Load Zone CPS,24.52
170,2018-01-02,1900,1845,PEAKWD,Real Time,Load Zone CPS,23.05
171,2018-01-02,1900,1900,PEAKWD,Real Time,Load Zone CPS,22.3
172,2018-01-02,2000,1915,PEAKWD,Real Time,Load Zone CPS,22.31
173,2018-01-02,2000,1930,PEAKWD,Real Time,Load Zone CPS,22.01
174,2018-01-02,2000,1945,PEAKWD,Real Time,Load Zone CPS,21.51
175,2018-01-02,2000,2000,PEAKWD,Real Time,Load Zone CPS,21.2
176,2018-01-02,2100,2015,PEAKWD,Real Time,Load Zone CPS,21.0
177,2018-01-02,2100,2030,PEAKWD,Real Time,Load Zone CPS,20.9
178,2018-01-02,2100,2045,PEAKWD,Real Time,Load Zone CPS,21.14
179,2018-01-02,2100,2100,PEAKWD,Real Time,Load Zone CPS,20.49
180,2018-01-02,2200,2115,PEAKWD,Real Time,Load Zone CPS,20.17
181,2018-01-02,2200,2130,PEAKWD,Real Time,Load Zone CPS,20.18
182,2018-01-02,2200,2145,PEAKWD,Real Time,Load Zone CPS,20.01
183,2018-01-02,2200,2200,PEAKWD,Real Time,Load Zone CPS,19.73
184,2018-01-02,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,19.71
185,2018-01-02,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,19.59
186,2018-01-02,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,19.33
187,2018-01-02,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,19.18
188,2018-01-02,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,18.64
189,2018-01-02,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,18.32
190,2018-01-02,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,17.66
191,2018-01-02,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,17.63
192,2018-01-03,100,15,OFF-PEAK,Real Time,Load Zone CPS,17.55
193,2018-01-03,100,30,OFF-PEAK,Real Time,Load Zone CPS,12.36
194,2018-01-03,100,45,OFF-PEAK,Real Time,Load Zone CPS,10.71
195,2018-01-03,100,100,OFF-PEAK,Real Time,Load Zone CPS,16.74
196,2018-01-03,200,115,OFF-PEAK,Real Time,Load Zone CPS,16.14
197,2018-01-03,200,130,OFF-PEAK,Real Time,Load Zone CPS,16.78
198,2018-01-03,200,145,OFF-PEAK,Real Time,Load Zone CPS,17.95
199,2018-01-03,200,200,OFF-PEAK,Real Time,Load Zone CPS,16.75
200,2018-01-03,300,215,OFF-PEAK,Real Time,Load Zone CPS,9.19
201,2018-01-03,300,230,OFF-PEAK,Real Time,Load Zone CPS,14.45
202,2018-01-03,300,245,OFF-PEAK,Real Time,Load Zone CPS,6.2
203,2018-01-03,300,300,OFF-PEAK,Real Time,Load Zone CPS,5.05
204,2018-01-03,400,315,OFF-PEAK,Real Time,Load Zone CPS,7.19
205,2018-01-03,400,330,OFF-PEAK,Real Time,Load Zone CPS,12.86
206,2018-01-03,400,345,OFF-PEAK,Real Time,Load Zone CPS,16.76
207,2018-01-03,400,400,OFF-PEAK,Real Time,Load Zone CPS,17.39
208,2018-01-03,500,415,OFF-PEAK,Real Time,Load Zone CPS,18.04
209,2018-01-03,500,430,OFF-PEAK,Real Time,Load Zone CPS,18.08
210,2018-01-03,500,445,OFF-PEAK,Real Time,Load Zone CPS,18.53
211,2018-01-03,500,500,OFF-PEAK,Real Time,Load Zone CPS,18.64
212,2018-01-03,600,515,OFF-PEAK,Real Time,Load Zone CPS,18.9
213,2018-01-03,600,530,OFF-PEAK,Real Time,Load Zone CPS,19.39
214,2018-01-03,600,545,OFF-PEAK,Real Time,Load Zone CPS,19.69
215,2018-01-03,600,600,OFF-PEAK,Real Time,Load Zone CPS,19.63
216,2018-01-03,700,615,PEAKWD,Real Time,Load Zone CPS,21.28
217,2018-01-03,700,630,PEAKWD,Real Time,Load Zone CPS,21.54
218,2018-01-03,700,645,PEAKWD,Real Time,Load Zone CPS,22.08
219,2018-01-03,700,700,PEAKWD,Real Time,Load Zone CPS,23.42
220,2018-01-03,800,715,PEAKWD,Real Time,Load Zone CPS,23.31
221,2018-01-03,800,730,PEAKWD,Real Time,Load Zone CPS,33.72
222,2018-01-03,800,745,PEAKWD,Real Time,Load Zone CPS,39.9
223,2018-01-03,800,800,PEAKWD,Real Time,Load Zone CPS,39.36
224,2018-01-03,900,815,PEAKWD,Real Time,Load Zone CPS,38.42
225,2018-01-03,900,830,PEAKWD,Real Time,Load Zone CPS,43.07
226,2018-01-03,900,845,PEAKWD,Real Time,Load Zone CPS,24.21
227,2018-01-03,900,900,PEAKWD,Real Time,Load Zone CPS,20.58
228,2018-01-03,1000,915,PEAKWD,Real Time,Load Zone CPS,26.17
229,2018-01-03,1000,930,PEAKWD,Real Time,Load Zone CPS,20.51
230,2018-01-03,1000,945,PEAKWD,Real Time,Load Zone CPS,20.65
231,2018-01-03,1000,1000,PEAKWD,Real Time,Load Zone CPS,20.58
232,2018-01-03,1100,1015,PEAKWD,Real Time,Load Zone CPS,21.14
233,2018-01-03,1100,1030,PEAKWD,Real Time,Load Zone CPS,21.38
234,2018-01-03,1100,1045,PEAKWD,Real Time,Load Zone CPS,21.37
235,2018-01-03,1100,1100,PEAKWD,Real Time,Load Zone CPS,21.91
236,2018-01-03,1200,1115,PEAKWD,Real Time,Load Zone CPS,27.37
237,2018-01-03,1200,1130,PEAKWD,Real Time,Load Zone CPS,39.99
238,2018-01-03,1200,1145,PEAKWD,Real Time,Load Zone CPS,40.28
239,2018-01-03,1200,1200,PEAKWD,Real Time,Load Zone CPS,36.42
240,2018-01-03,1300,1215,PEAKWD,Real Time,Load Zone CPS,30.62
241,2018-01-03,1300,1230,PEAKWD,Real Time,Load Zone CPS,32.81
242,2018-01-03,1300,1245,PEAKWD,Real Time,Load Zone CPS,37.85
243,2018-01-03,1300,1300,PEAKWD,Real Time,Load Zone CPS,40.85
244,2018-01-03,1400,1315,PEAKWD,Real Time,Load Zone CPS,46.71
245,2018-01-03,1400,1330,PEAKWD,Real Time,Load Zone CPS,44.87
246,2018-01-03,1400,1345,PEAKWD,Real Time,Load Zone CPS,43.88
247,2018-01-03,1400,1400,PEAKWD,Real Time,Load Zone CPS,46.19
248,2018-01-03,1500,1415,PEAKWD,Real Time,Load Zone CPS,28.64
249,2018-01-03,1500,1430,PEAKWD,Real Time,Load Zone CPS,49.54
250,2018-01-03,1500,1445,PEAKWD,Real Time,Load Zone CPS,47.04
251,2018-01-03,1500,1500,PEAKWD,Real Time,Load Zone CPS,42.18
252,2018-01-03,1600,1515,PEAKWD,Real Time,Load Zone CPS,38.32
253,2018-01-03,1600,1530,PEAKWD,Real Time,Load Zone CPS,28.74
254,2018-01-03,1600,1545,PEAKWD,Real Time,Load Zone CPS,26.89
255,2018-01-03,1600,1600,PEAKWD,Real Time,Load Zone CPS,52.38
256,2018-01-03,1700,1615,PEAKWD,Real Time,Load Zone CPS,46.13
257,2018-01-03,1700,1630,PEAKWD,Real Time,Load Zone CPS,29.1
258,2018-01-03,1700,1645,PEAKWD,Real Time,Load Zone CPS,28.42
259,2018-01-03,1700,1700,PEAKWD,Real Time,Load Zone CPS,30.6
260,2018-01-03,1800,1715,PEAKWD,Real Time,Load Zone CPS,27.17
261,2018-01-03,1800,1730,PEAKWD,Real Time,Load Zone CPS,272.19
262,2018-01-03,1800,1745,PEAKWD,Real Time,Load Zone CPS,203.95
263,2018-01-03,1800,1800,PEAKWD,Real Time,Load Zone CPS,548.21
264,2018-01-03,1900,1815,PEAKWD,Real Time,Load Zone CPS,111.15
265,2018-01-03,1900,1830,PEAKWD,Real Time,Load Zone CPS,34.9
266,2018-01-03,1900,1845,PEAKWD,Real Time,Load Zone CPS,30.73
267,2018-01-03,1900,1900,PEAKWD,Real Time,Load Zone CPS,30.68
268,2018-01-03,2000,1915,PEAKWD,Real Time,Load Zone CPS,30.26
269,2018-01-03,2000,1930,PEAKWD,Real Time,Load Zone CPS,28.61
270,2018-01-03,2000,1945,PEAKWD,Real Time,Load Zone CPS,27.2
271,2018-01-03,2000,2000,PEAKWD,Real Time,Load Zone CPS,26.72
272,2018-01-03,2100,2015,PEAKWD,Real Time,Load Zone CPS,154.1
273,2018-01-03,2100,2030,PEAKWD,Real Time,Load Zone CPS,26.62
274,2018-01-03,2100,2045,PEAKWD,Real Time,Load Zone CPS,265.79
275,2018-01-03,2100,2100,PEAKWD,Real Time,Load Zone CPS,46.26
276,2018-01-03,2200,2115,PEAKWD,Real Time,Load Zone CPS,27.28
277,2018-01-03,2200,2130,PEAKWD,Real Time,Load Zone CPS,26.58
278,2018-01-03,2200,2145,PEAKWD,Real Time,Load Zone CPS,26.04
279,2018-01-03,2200,2200,PEAKWD,Real Time,Load Zone CPS,24.73
280,2018-01-03,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,23.71
281,2018-01-03,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,23.13
282,2018-01-03,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,23.25
283,2018-01-03,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,33.56
284,2018-01-03,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,63.89
285,2018-01-03,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,26.86
286,2018-01-03,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,26.69
287,2018-01-03,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,28.38
288,2018-01-04,100,15,OFF-PEAK,Real Time,Load Zone CPS,29.38
289,2018-01-04,100,30,OFF-PEAK,Real Time,Load Zone CPS,272.61
290,2018-01-04,100,45,OFF-PEAK,Real Time,Load Zone CPS,38.13
291,2018-01-04,100,100,OFF-PEAK,Real Time,Load Zone CPS,29.92
292,2018-01-04,200,115,OFF-PEAK,Real Time,Load Zone CPS,27.68
293,2018-01-04,200,130,OFF-PEAK,Real Time,Load Zone CPS,26.84
294,2018-01-04,200,145,OFF-PEAK,Real Time,Load Zone CPS,27.17
295,2018-01-04,200,200,OFF-PEAK,Real Time,Load Zone CPS,30.54
296,2018-01-04,300,215,OFF-PEAK,Real Time,Load Zone CPS,36.27
297,2018-01-04,300,230,OFF-PEAK,Real Time,Load Zone CPS,27.59
298,2018-01-04,300,245,OFF-PEAK,Real Time,Load Zone CPS,24.55
299,2018-01-04,300,300,OFF-PEAK,Real Time,Load Zone CPS,23.38
300,2018-01-04,400,315,OFF-PEAK,Real Time,Load Zone CPS,25.3
301,2018-01-04,400,330,OFF-PEAK,Real Time,Load Zone CPS,27.59
302,2018-01-04,400,345,OFF-PEAK,Real Time,Load Zone CPS,29.13
303,2018-01-04,400,400,OFF-PEAK,Real Time,Load Zone CPS,23.71
304,2018-01-04,500,415,OFF-PEAK,Real Time,Load Zone CPS,23.71
305,2018-01-04,500,430,OFF-PEAK,Real Time,Load Zone CPS,24.01
306,2018-01-04,500,445,OFF-PEAK,Real Time,Load Zone CPS,23.86
307,2018-01-04,500,500,OFF-PEAK,Real Time,Load Zone CPS,22.72
308,2018-01-04,600,515,OFF-PEAK,Real Time,Load Zone CPS,21.12
309,2018-01-04,600,530,OFF-PEAK,Real Time,Load Zone CPS,22.01
310,2018-01-04,600,545,OFF-PEAK,Real Time,Load Zone CPS,22.92
311,2018-01-04,600,600,OFF-PEAK,Real Time,Load Zone CPS,23.28
312,2018-01-04,700,615,PEAKWD,Real Time,Load Zone CPS,23.39
313,2018-01-04,700,630,PEAKWD,Real Time,Load Zone CPS,24.78
314,2018-01-04,700,645,PEAKWD,Real Time,Load Zone CPS,28.08
315,2018-01-04,700,700,PEAKWD,Real Time,Load Zone CPS,36.03
316,2018-01-04,800,715,PEAKWD,Real Time,Load Zone CPS,109.51
317,2018-01-04,800,730,PEAKWD,Real Time,Load Zone CPS,46.6
318,2018-01-04,800,745,PEAKWD,Real Time,Load Zone CPS,39.95
319,2018-01-04,800,800,PEAKWD,Real Time,Load Zone CPS,40.58
320,2018-01-04,900,815,PEAKWD,Real Time,Load Zone CPS,114.11
321,2018-01-04,900,830,PEAKWD,Real Time,Load Zone CPS,158.47
322,2018-01-04,900,845,PEAKWD,Real Time,Load Zone CPS,32.24
323,2018-01-04,900,900,PEAKWD,Real Time,Load Zone CPS,31.79
324,2018-01-04,1000,915,PEAKWD,Real Time,Load Zone CPS,33.64
325,2018-01-04,1000,930,PEAKWD,Real Time,Load Zone CPS,31.92
326,2018-01-04,1000,945,PEAKWD,Real Time,Load Zone CPS,31.33
327,2018-01-04,1000,1000,PEAKWD,Real Time,Load Zone CPS,31.68
328,2018-01-04,1100,1015,PEAKWD,Real Time,Load Zone CPS,32.58
329,2018-01-04,1100,1030,PEAKWD,Real Time,Load Zone CPS,31.33
330,2018-01-04,1100,1045,PEAKWD,Real Time,Load Zone CPS,31.07
331,2018-01-04,1100,1100,PEAKWD,Real Time,Load Zone CPS,30.69
332,2018-01-04,1200,1115,PEAKWD,Real Time,Load Zone CPS,39.46
333,2018-01-04,1200,1130,PEAKWD,Real Time,Load Zone CPS,34.12
334,2018-01-04,1200,1145,PEAKWD,Real Time,Load Zone CPS,33.91
335,2018-01-04,1200,1200,PEAKWD,Real Time,Load Zone CPS,30.05
336,2018-01-04,1300,1215,PEAKWD,Real Time,Load Zone CPS,30.31
337,2018-01-04,1300,1230,PEAKWD,Real Time,Load Zone CPS,28.04
338,2018-01-04,1300,1245,PEAKWD,Real Time,Load Zone CPS,26.72
339,2018-01-04,1300,1300,PEAKWD,Real Time,Load Zone CPS,26.57
340,2018-01-04,1400,1315,PEAKWD,Real Time,Load Zone CPS,37.42
341,2018-01-04,1400,1330,PEAKWD,Real Time,Load Zone CPS,36.49
342,2018-01-04,1400,1345,PEAKWD,Real Time,Load Zone CPS,35.96
343,2018-01-04,1400,1400,PEAKWD,Real Time,Load Zone CPS,35.38
344,2018-01-04,1500,1415,PEAKWD,Real Time,Load Zone CPS,34.98
345,2018-01-04,1500,1430,PEAKWD,Real Time,Load Zone CPS,35.37
346,2018-01-04,1500,1445,PEAKWD,Real Time,Load Zone CPS,34.51
347,2018-01-04,1500,1500,PEAKWD,Real Time,Load Zone CPS,32.28
348,2018-01-04,1600,1515,PEAKWD,Real Time,Load Zone CPS,30.67
349,2018-01-04,1600,1530,PEAKWD,Real Time,Load Zone CPS,29.47
