,OPERATION_DATE,HOUR_ENDING,INTERVAL_ENDING,TOUTYPE,MARKET,ZONE,PRICE
7439,2018-03-19,1300,1300,PEAKWE,Real Time,Load Zone CPS,19.97
7440,2018-03-19,1400,1315,PEAKWE,Real Time,Load Zone CPS,20.61
7441,2018-03-19,1400,1330,PEAKWE,Real Time,Load Zone CPS,21.39
7442,2018-03-19,1400,1345,PEAKWE,Real Time,Load Zone CPS,21.85
7443,2018-03-19,1400,1400,PEAKWE,Real Time,Load Zone CPS,23.14
7444,2018-03-19,1500,1415,PEAKWE,Real Time,Load Zone CPS,22.31
7445,2018-03-19,1500,1430,PEAKWE,Real Time,Load Zone CPS,23.1
7446,2018-03-19,1500,1445,PEAKWE,Real Time,Load Zone CPS,29.86
7447,2018-03-19,1500,1500,PEAKWE,Real Time,Load Zone CPS,30.53
7448,2018-03-19,1600,1515,PEAKWE,Real Time,Load Zone CPS,23.21
7449,2018-03-19,1600,1530,PEAKWE,Real Time,Load Zone CPS,89.66
7450,2018-03-19,1600,1545,PEAKWE,Real Time,Load Zone CPS,300.51
7451,2018-03-19,1600,1600,PEAKWE,Real Time,Load Zone CPS,27.59
7452,2018-03-19,1700,1615,PEAKWE,Real Time,Load Zone CPS,30.29
7453,2018-03-19,1700,1630,PEAKWE,Real Time,Load Zone CPS,101.41
7454,2018-03-19,1700,1645,PEAKWE,Real Time,Load Zone CPS,146.83
7455,2018-03-19,1700,1700,PEAKWE,Real Time,Load Zone CPS,117.01
7456,2018-03-19,1800,1715,PEAKWE,Real Time,Load Zone CPS,37.62
7457,2018-03-19,1800,1730,PEAKWE,Real Time,Load Zone CPS,36.63
7458,2018-03-19,1800,1745,PEAKWE,Real Time,Load Zone CPS,26.96
7459,2018-03-19,1800,1800,PEAKWE,Real Time,Load Zone CPS,25.28
7460,2018-03-19,1900,1815,PEAKWE,Real Time,Load Zone CPS,25.61
7461,2018-03-19,1900,1830,PEAKWE,Real Time,Load Zone CPS,24.28
7462,2018-03-19,1900,1845,PEAKWE,Real Time,Load Zone CPS,23.04
7463,2018-03-19,1900,1900,PEAKWE,Real Time,Load Zone CPS,21.52
7464,2018-03-19,2000,1915,PEAKWE,Real Time,Load Zone CPS,21.68
7465,2018-03-19,2000,1930,PEAKWE,Real Time,Load Zone CPS,23.63
7466,2018-03-19,2000,1945,PEAKWE,Real Time,Load Zone CPS,24.59
7467,2018-03-19,2000,2000,PEAKWE,Real Time,Load Zone CPS,36.03
7468,2018-03-19,2100,2015,PEAKWE,Real Time,Load Zone CPS,22.94
7469,2018-03-19,2100,2030,PEAKWE,Real Time,Load Zone CPS,20.78
7470,2018-03-19,2100,2045,PEAKWE,Real Time,Load Zone CPS,20.16
7471,2018-03-19,2100,2100,PEAKWE,Real Time,Load Zone CPS,19.56
7472,2018-03-19,2200,2115,PEAKWE,Real Time,Load Zone CPS,19.18
7473,2018-03-19,2200,2130,PEAKWE,Real Time,Load Zone CPS,19.69
7474,2018-03-19,2200,2145,PEAKWE,Real Time,Load Zone CPS,15.88
7475,2018-03-19,2200,2200,PEAKWE,Real Time,Load Zone CPS,16.21
7476,2018-03-19,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,19.03
7477,2018-03-19,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,17.33
7478,2018-03-19,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,15.7
7479,2018-03-19,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,14.18
7480,2018-03-19,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,14.13
7481,2018-03-19,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,13.5
7482,2018-03-19,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,11.45
7483,2018-03-19,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,6.47
7484,2018-03-20,100,15,OFF-PEAK,Real Time,Load Zone CPS,6.13
7485,2018-03-20,100,30,OFF-PEAK,Real Time,Load Zone CPS,7.16
7486,2018-03-20,100,45,OFF-PEAK,Real Time,Load Zone CPS,5.96
7487,2018-03-20,100,100,OFF-PEAK,Real Time,Load Zone CPS,6.55
7488,2018-03-20,200,115,OFF-PEAK,Real Time,Load Zone CPS,7.45
7489,2018-03-20,200,130,OFF-PEAK,Real Time,Load Zone CPS,7.12
7490,2018-03-20,200,145,OFF-PEAK,Real Time,Load Zone CPS,6.25
7491,2018-03-20,200,200,OFF-PEAK,Real Time,Load Zone CPS,5.34
7492,2018-03-20,300,215,OFF-PEAK,Real Time,Load Zone CPS,5.22
7493,2018-03-20,300,230,OFF-PEAK,Real Time,Load Zone CPS,4.69
7494,2018-03-20,300,245,OFF-PEAK,Real Time,Load Zone CPS,4.11
7495,2018-03-20,300,300,OFF-PEAK,Real Time,Load Zone CPS,3.68
7496,2018-03-20,400,315,OFF-PEAK,Real Time,Load Zone CPS,3.57
7497,2018-03-20,400,330,OFF-PEAK,Real Time,Load Zone CPS,3.56
7498,2018-03-20,400,345,OFF-PEAK,Real Time,Load Zone CPS,3.55
7499,2018-03-20,400,400,OFF-PEAK,Real Time,Load Zone CPS,3.54
7500,2018-03-20,500,415,OFF-PEAK,Real Time,Load Zone CPS,3.63
7501,2018-03-20,500,430,OFF-PEAK,Real Time,Load Zone CPS,4.0
7502,2018-03-20,500,445,OFF-PEAK,Real Time,Load Zone CPS,4.37
7503,2018-03-20,500,500,OFF-PEAK,Real Time,Load Zone CPS,4.62
7504,2018-03-20,600,515,OFF-PEAK,Real Time,Load Zone CPS,5.32
7505,2018-03-20,600,530,OFF-PEAK,Real Time,Load Zone CPS,7.44
7506,2018-03-20,600,545,OFF-PEAK,Real Time,Load Zone CPS,9.09
7507,2018-03-20,600,600,OFF-PEAK,Real Time,Load Zone CPS,6.53
7508,2018-03-20,700,615,PEAKWD,Real Time,Load Zone CPS,7.51
7509,2018-03-20,700,630,PEAKWD,Real Time,Load Zone CPS,14.99
7510,2018-03-20,700,645,PEAKWD,Real Time,Load Zone CPS,16.86
7511,2018-03-20,700,700,PEAKWD,Real Time,Load Zone CPS,17.12
7512,2018-03-20,800,715,PEAKWD,Real Time,Load Zone CPS,17.06
7513,2018-03-20,800,730,PEAKWD,Real Time,Load Zone CPS,16.72
7514,2018-03-20,800,745,PEAKWD,Real Time,Load Zone CPS,16.12
7515,2018-03-20,800,800,PEAKWD,Real Time,Load Zone CPS,14.15
7516,2018-03-20,900,815,PEAKWD,Real Time,Load Zone CPS,12.09
7517,2018-03-20,900,830,PEAKWD,Real Time,Load Zone CPS,15.85
7518,2018-03-20,900,845,PEAKWD,Real Time,Load Zone CPS,15.98
7519,2018-03-20,900,900,PEAKWD,Real Time,Load Zone CPS,16.37
7520,2018-03-20,1000,915,PEAKWD,Real Time,Load Zone CPS,16.69
7521,2018-03-20,1000,930,PEAKWD,Real Time,Load Zone CPS,17.01
7522,2018-03-20,1000,945,PEAKWD,Real Time,Load Zone CPS,17.11
7523,2018-03-20,1000,1000,PEAKWD,Real Time,Load Zone CPS,16.83
7524,2018-03-20,1100,1015,PEAKWD,Real Time,Load Zone CPS,16.96
7525,2018-03-20,1100,1030,PEAKWD,Real Time,Load Zone CPS,17.04
7526,2018-03-20,1100,1045,PEAKWD,Real Time,Load Zone CPS,17.4
7527,2018-03-20,1100,1100,PEAKWD,Real Time,Load Zone CPS,17.65
7528,2018-03-20,1200,1115,PEAKWD,Real Time,Load Zone CPS,18.51
7529,2018-03-20,1200,1130,PEAKWD,Real Time,Load Zone CPS,19.25
7530,2018-03-20,1200,1145,PEAKWD,Real Time,Load Zone CPS,19.45
7531,2018-03-20,1200,1200,PEAKWD,Real Time,Load Zone CPS,18.85
7532,2018-03-20,1300,1215,PEAKWD,Real Time,Load Zone CPS,19.4
7533,2018-03-20,1300,1230,PEAKWD,Real Time,Load Zone CPS,19.89
7534,2018-03-20,1300,1245,PEAKWD,Real Time,Load Zone CPS,20.71
7535,2018-03-20,1300,1300,PEAKWD,Real Time,Load Zone CPS,21.52
7536,2018-03-20,1400,1315,PEAKWD,Real Time,Load Zone CPS,23.52
7537,2018-03-20,1400,1330,PEAKWD,Real Time,Load Zone CPS,23.55
7538,2018-03-20,1400,1345,PEAKWD,Real Time,Load Zone CPS,23.24
7539,2018-03-20,1400,1400,PEAKWD,Real Time,Load Zone CPS,23.99
7540,2018-03-20,1500,1415,PEAKWD,Real Time,Load Zone CPS,23.47
7541,2018-03-20,1500,1430,PEAKWD,Real Time,Load Zone CPS,25.21
7542,2018-03-20,1500,1445,PEAKWD,Real Time,Load Zone CPS,26.18
7543,2018-03-20,1500,1500,PEAKWD,Real Time,Load Zone CPS,27.09
7544,2018-03-20,1600,1515,PEAKWD,Real Time,Load Zone CPS,27.43
7545,2018-03-20,1600,1530,PEAKWD,Real Time,Load Zone CPS,29.95
7546,2018-03-20,1600,1545,PEAKWD,Real Time,Load Zone CPS,47.57
7547,2018-03-20,1600,1600,PEAKWD,Real Time,Load Zone CPS,48.54
7548,2018-03-20,1700,1615,PEAKWD,Real Time,Load Zone CPS,78.19
7549,2018-03-20,1700,1630,PEAKWD,Real Time,Load Zone CPS,42.68
7550,2018-03-20,1700,1645,PEAKWD,Real Time,Load Zone CPS,55.27
7551,2018-03-20,1700,1700,PEAKWD,Real Time,Load Zone CPS,41.31
7552,2018-03-20,1800,1715,PEAKWD,Real Time,Load Zone CPS,40.53
7553,2018-03-20,1800,1730,PEAKWD,Real Time,Load Zone CPS,38.32
7554,2018-03-20,1800,1745,PEAKWD,Real Time,Load Zone CPS,32.89
7555,2018-03-20,1800,1800,PEAKWD,Real Time,Load Zone CPS,35.55
7556,2018-03-20,1900,1815,PEAKWD,Real Time,Load Zone CPS,36.75
7557,2018-03-20,1900,1830,PEAKWD,Real Time,Load Zone CPS,28.01
7558,2018-03-20,1900,1845,PEAKWD,Real Time,Load Zone CPS,26.76
7559,2018-03-20,1900,1900,PEAKWD,Real Time,Load Zone CPS,26.56
7560,2018-03-20,2000,1915,PEAKWD,Real Time,Load Zone CPS,27.93
7561,2018-03-20,2000,1930,PEAKWD,Real Time,Load Zone CPS,27.93
7562,2018-03-20,2000,1945,PEAKWD,Real Time,Load Zone CPS,26.81
7563,2018-03-20,2000,2000,PEAKWD,Real Time,Load Zone CPS,26.32
7564,2018-03-20,2100,2015,PEAKWD,Real Time,Load Zone CPS,25.56
7565,2018-03-20,2100,2030,PEAKWD,Real Time,Load Zone CPS,23.36
7566,2018-03-20,2100,2045,PEAKWD,Real Time,Load Zone CPS,21.99
7567,2018-03-20,2100,2100,PEAKWD,Real Time,Load Zone CPS,21.47
7568,2018-03-20,2200,2115,PEAKWD,Real Time,Load Zone CPS,23.13
7569,2018-03-20,2200,2130,PEAKWD,Real Time,Load Zone CPS,24.1
7570,2018-03-20,2200,2145,PEAKWD,Real Time,Load Zone CPS,20.68
7571,2018-03-20,2200,2200,PEAKWD,Real Time,Load Zone CPS,20.48
7572,2018-03-20,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,22.11
7573,2018-03-20,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,21.02
7574,2018-03-20,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,18.92
7575,2018-03-20,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,17.67
7576,2018-03-20,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,16.62
7577,2018-03-20,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,16.35
7578,2018-03-20,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,12.85
7579,2018-03-20,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,10.22
7580,2018-03-21,100,15,OFF-PEAK,Real Time,Load Zone CPS,10.26
7581,2018-03-21,100,30,OFF-PEAK,Real Time,Load Zone CPS,11.88
7582,2018-03-21,100,45,OFF-PEAK,Real Time,Load Zone CPS,11.78
7583,2018-03-21,100,100,OFF-PEAK,Real Time,Load Zone CPS,11.01
7584,2018-03-21,200,115,OFF-PEAK,Real Time,Load Zone CPS,10.53
7585,2018-03-21,200,130,OFF-PEAK,Real Time,Load Zone CPS,10.64
7586,2018-03-21,200,145,OFF-PEAK,Real Time,Load Zone CPS,7.59
7587,2018-03-21,200,200,OFF-PEAK,Real Time,Load Zone CPS,6.82
7588,2018-03-21,300,215,OFF-PEAK,Real Time,Load Zone CPS,6.09
7589,2018-03-21,300,230,OFF-PEAK,Real Time,Load Zone CPS,5.74
7590,2018-03-21,300,245,OFF-PEAK,Real Time,Load Zone CPS,5.79
7591,2018-03-21,300,300,OFF-PEAK,Real Time,Load Zone CPS,5.92
7592,2018-03-21,400,315,OFF-PEAK,Real Time,Load Zone CPS,8.03
7593,2018-03-21,400,330,OFF-PEAK,Real Time,Load Zone CPS,9.01
7594,2018-03-21,400,345,OFF-PEAK,Real Time,Load Zone CPS,9.0
7595,2018-03-21,400,400,OFF-PEAK,Real Time,Load Zone CPS,9.07
7596,2018-03-21,500,415,OFF-PEAK,Real Time,Load Zone CPS,11.56
7597,2018-03-21,500,430,OFF-PEAK,Real Time,Load Zone CPS,12.97
7598,2018-03-21,500,445,OFF-PEAK,Real Time,Load Zone CPS,13.88
7599,2018-03-21,500,500,OFF-PEAK,Real Time,Load Zone CPS,14.77
7600,2018-03-21,600,515,OFF-PEAK,Real Time,Load Zone CPS,14.8
7601,2018-03-21,600,530,OFF-PEAK,Real Time,Load Zone CPS,14.12
7602,2018-03-21,600,545,OFF-PEAK,Real Time,Load Zone CPS,13.94
7603,2018-03-21,600,600,OFF-PEAK,Real Time,Load Zone CPS,12.27
7604,2018-03-21,700,615,PEAKWD,Real Time,Load Zone CPS,13.41
7605,2018-03-21,700,630,PEAKWD,Real Time,Load Zone CPS,16.58
7606,2018-03-21,700,645,PEAKWD,Real Time,Load Zone CPS,17.4
7607,2018-03-21,700,700,PEAKWD,Real Time,Load Zone CPS,17.39
7608,2018-03-21,800,715,PEAKWD,Real Time,Load Zone CPS,17.5
7609,2018-03-21,800,730,PEAKWD,Real Time,Load Zone CPS,17.14
7610,2018-03-21,800,745,PEAKWD,Real Time,Load Zone CPS,16.65
7611,2018-03-21,800,800,PEAKWD,Real Time,Load Zone CPS,16.43
7612,2018-03-21,900,815,PEAKWD,Real Time,Load Zone CPS,16.71
7613,2018-03-21,900,830,PEAKWD,Real Time,Load Zone CPS,16.87
7614,2018-03-21,900,845,PEAKWD,Real Time,Load Zone CPS,17.59
7615,2018-03-21,900,900,PEAKWD,Real Time,Load Zone CPS,18.7
7616,2018-03-21,1000,915,PEAKWD,Real Time,Load Zone CPS,19.72
7617,2018-03-21,1000,930,PEAKWD,Real Time,Load Zone CPS,19.67
7618,2018-03-21,1000,945,PEAKWD,Real Time,Load Zone CPS,19.68
7619,2018-03-21,1000,1000,PEAKWD,Real Time,Load Zone CPS,19.59
7620,2018-03-21,1100,1015,PEAKWD,Real Time,Load Zone CPS,19.37
7621,2018-03-21,1100,1030,PEAKWD,Real Time,Load Zone CPS,19.34
7622,2018-03-21,1100,1045,PEAKWD,Real Time,Load Zone CPS,19.29
7623,2018-03-21,1100,1100,PEAKWD,Real Time,Load Zone CPS,19.45
7624,2018-03-21,1200,1115,PEAKWD,Real Time,Load Zone CPS,19.69
7625,2018-03-21,1200,1130,PEAKWD,Real Time,Load Zone CPS,20.49
7626,2018-03-21,1200,1145,PEAKWD,Real Time,Load Zone CPS,21.61
7627,2018-03-21,1200,1200,PEAKWD,Real Time,Load Zone CPS,22.03
7628,2018-03-21,1300,1215,PEAKWD,Real Time,Load Zone CPS,21.01
7629,2018-03-21,1300,1230,PEAKWD,Real Time,Load Zone CPS,22.98
7630,2018-03-21,1300,1245,PEAKWD,Real Time,Load Zone CPS,26.16
7631,2018-03-21,1300,1300,PEAKWD,Real Time,Load Zone CPS,28.65
7632,2018-03-21,1400,1315,PEAKWD,Real Time,Load Zone CPS,26.88
7633,2018-03-21,1400,1330,PEAKWD,Real Time,Load Zone CPS,26.77
7634,2018-03-21,1400,1345,PEAKWD,Real Time,Load Zone CPS,27.25
7635,2018-03-21,1400,1400,PEAKWD,Real Time,Load Zone CPS,29.73
7636,2018-03-21,1500,1415,PEAKWD,Real Time,Load Zone CPS,27.55
7637,2018-03-21,1500,1430,PEAKWD,Real Time,Load Zone CPS,28.77
7638,2018-03-21,1500,1445,PEAKWD,Real Time,Load Zone CPS,29.89
7639,2018-03-21,1500,1500,PEAKWD,Real Time,Load Zone CPS,30.24
7640,2018-03-21,1600,1515,PEAKWD,Real Time,Load Zone CPS,30.44
7641,2018-03-21,1600,1530,PEAKWD,Real Time,Load Zone CPS,30.94
7642,2018-03-21,1600,1545,PEAKWD,Real Time,Load Zone CPS,41.15
7643,2018-03-21,1600,1600,PEAKWD,Real Time,Load Zone CPS,86.97
7644,2018-03-21,1700,1615,PEAKWD,Real Time,Load Zone CPS,51.84
7645,2018-03-21,1700,1630,PEAKWD,Real Time,Load Zone CPS,41.23
7646,2018-03-21,1700,1645,PEAKWD,Real Time,Load Zone CPS,34.16
7647,2018-03-21,1700,1700,PEAKWD,Real Time,Load Zone CPS,47.01
7648,2018-03-21,1800,1715,PEAKWD,Real Time,Load Zone CPS,41.72
7649,2018-03-21,1800,1730,PEAKWD,Real Time,Load Zone CPS,30.66
7650,2018-03-21,1800,1745,PEAKWD,Real Time,Load Zone CPS,31.4
7651,2018-03-21,1800,1800,PEAKWD,Real Time,Load Zone CPS,28.99
7652,2018-03-21,1900,1815,PEAKWD,Real Time,Load Zone CPS,29.25
7653,2018-03-21,1900,1830,PEAKWD,Real Time,Load Zone CPS,27.89
7654,2018-03-21,1900,1845,PEAKWD,Real Time,Load Zone CPS,25.6
7655,2018-03-21,1900,1900,PEAKWD,Real Time,Load Zone CPS,23.53
7656,2018-03-21,2000,1915,PEAKWD,Real Time,Load Zone CPS,22.61
7657,2018-03-21,2000,1930,PEAKWD,Real Time,Load Zone CPS,21.11
7658,2018-03-21,2000,1945,PEAKWD,Real Time,Load Zone CPS,21.03
7659,2018-03-21,2000,2000,PEAKWD,Real Time,Load Zone CPS,22.9
7660,2018-03-21,2100,2015,PEAKWD,Real Time,Load Zone CPS,21.91
7661,2018-03-21,2100,2030,PEAKWD,Real Time,Load Zone CPS,21.08
7662,2018-03-21,2100,2045,PEAKWD,Real Time,Load Zone CPS,21.27
7663,2018-03-21,2100,2100,PEAKWD,Real Time,Load Zone CPS,21.09
7664,2018-03-21,2200,2115,PEAKWD,Real Time,Load Zone CPS,21.72
7665,2018-03-21,2200,2130,PEAKWD,Real Time,Load Zone CPS,21.14
7666,2018-03-21,2200,2145,PEAKWD,Real Time,Load Zone CPS,20.67
7667,2018-03-21,2200,2200,PEAKWD,Real Time,Load Zone CPS,20.26
7668,2018-03-21,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,21.21
7669,2018-03-21,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,20.25
7670,2018-03-21,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,19.51
7671,2018-03-21,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,19.18
7672,2018-03-21,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,19.26
7673,2018-03-21,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,19.15
7674,2018-03-21,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,18.28
7675,2018-03-21,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,17.91
7676,2018-03-22,100,15,OFF-PEAK,Real Time,Load Zone CPS,17.68
7677,2018-03-22,100,30,OFF-PEAK,Real Time,Load Zone CPS,18.27
7678,2018-03-22,100,45,OFF-PEAK,Real Time,Load Zone CPS,18.13
7679,2018-03-22,100,100,OFF-PEAK,Real Time,Load Zone CPS,17.81
7680,2018-03-22,200,115,OFF-PEAK,Real Time,Load Zone CPS,17.31
7681,2018-03-22,200,130,OFF-PEAK,Real Time,Load Zone CPS,17.19
7682,2018-03-22,200,145,OFF-PEAK,Real Time,Load Zone CPS,17.18
7683,2018-03-22,200,200,OFF-PEAK,Real Time,Load Zone CPS,17.06
7684,2018-03-22,300,215,OFF-PEAK,Real Time,Load Zone CPS,16.69
7685,2018-03-22,300,230,OFF-PEAK,Real Time,Load Zone CPS,16.48
7686,2018-03-22,300,245,OFF-PEAK,Real Time,Load Zone CPS,16.49
7687,2018-03-22,300,300,OFF-PEAK,Real Time,Load Zone CPS,16.52
7688,2018-03-22,400,315,OFF-PEAK,Real Time,Load Zone CPS,16.41
7689,2018-03-22,400,330,OFF-PEAK,Real Time,Load Zone CPS,16.74
7690,2018-03-22,400,345,OFF-PEAK,Real Time,Load Zone CPS,16.8
7691,2018-03-22,400,400,OFF-PEAK,Real Time,Load Zone CPS,16.82
7692,2018-03-22,500,415,OFF-PEAK,Real Time,Load Zone CPS,17.38
7693,2018-03-22,500,430,OFF-PEAK,Real Time,Load Zone CPS,17.56
7694,2018-03-22,500,445,OFF-PEAK,Real Time,Load Zone CPS,17.59
7695,2018-03-22,500,500,OFF-PEAK,Real Time,Load Zone CPS,17.43
7696,2018-03-22,600,515,OFF-PEAK,Real Time,Load Zone CPS,17.75
7697,2018-03-22,600,530,OFF-PEAK,Real Time,Load Zone CPS,18.34
7698,2018-03-22,600,545,OFF-PEAK,Real Time,Load Zone CPS,18.06
7699,2018-03-22,600,600,OFF-PEAK,Real Time,Load Zone CPS,17.77
7700,2018-03-22,700,615,PEAKWD,Real Time,Load Zone CPS,19.09
7701,2018-03-22,700,630,PEAKWD,Real Time,Load Zone CPS,19.71
7702,2018-03-22,700,645,PEAKWD,Real Time,Load Zone CPS,19.94
7703,2018-03-22,700,700,PEAKWD,Real Time,Load Zone CPS,20.39
7704,2018-03-22,800,715,PEAKWD,Real Time,Load Zone CPS,20.66
7705,2018-03-22,800,730,PEAKWD,Real Time,Load Zone CPS,20.43
7706,2018-03-22,800,745,PEAKWD,Real Time,Load Zone CPS,19.85
7707,2018-03-22,800,800,PEAKWD,Real Time,Load Zone CPS,19.81
7708,2018-03-22,900,815,PEAKWD,Real Time,Load Zone CPS,20.03
7709,2018-03-22,900,830,PEAKWD,Real Time,Load Zone CPS,20.17
7710,2018-03-22,900,845,PEAKWD,Real Time,Load Zone CPS,20.38
7711,2018-03-22,900,900,PEAKWD,Real Time,Load Zone CPS,20.68
7712,2018-03-22,1000,915,PEAKWD,Real Time,Load Zone CPS,21.2
7713,2018-03-22,1000,930,PEAKWD,Real Time,Load Zone CPS,21.68
7714,2018-03-22,1000,945,PEAKWD,Real Time,Load Zone CPS,22.41
7715,2018-03-22,1000,1000,PEAKWD,Real Time,Load Zone CPS,22.2
7716,2018-03-22,1100,1015,PEAKWD,Real Time,Load Zone CPS,21.56
7717,2018-03-22,1100,1030,PEAKWD,Real Time,Load Zone CPS,22.65
7718,2018-03-22,1100,1045,PEAKWD,Real Time,Load Zone CPS,24.01
7719,2018-03-22,1100,1100,PEAKWD,Real Time,Load Zone CPS,25.31
7720,2018-03-22,1200,1115,PEAKWD,Real Time,Load Zone CPS,23.62
7721,2018-03-22,1200,1130,PEAKWD,Real Time,Load Zone CPS,28.83
7722,2018-03-22,1200,1145,PEAKWD,Real Time,Load Zone CPS,28.83
7723,2018-03-22,1200,1200,PEAKWD,Real Time,Load Zone CPS,30.02
7724,2018-03-22,1300,1215,PEAKWD,Real Time,Load Zone CPS,30.2
7725,2018-03-22,1300,1230,PEAKWD,Real Time,Load Zone CPS,33.62
7726,2018-03-22,1300,1245,PEAKWD,Real Time,Load Zone CPS,32.59
7727,2018-03-22,1300,1300,PEAKWD,Real Time,Load Zone CPS,34.89
7728,2018-03-22,1400,1315,PEAKWD,Real Time,Load Zone CPS,35.76
7729,2018-03-22,1400,1330,PEAKWD,Real Time,Load Zone CPS,63.89
7730,2018-03-22,1400,1345,PEAKWD,Real Time,Load Zone CPS,37.05
7731,2018-03-22,1400,1400,PEAKWD,Real Time,Load Zone CPS,56.22
7732,2018-03-22,1500,1415,PEAKWD,Real Time,Load Zone CPS,36.73
7733,2018-03-22,1500,1430,PEAKWD,Real Time,Load Zone CPS,32.83
7734,2018-03-22,1500,1445,PEAKWD,Real Time,Load Zone CPS,32.91
7735,2018-03-22,1500,1500,PEAKWD,Real Time,Load Zone CPS,33.57
7736,2018-03-22,1600,1515,PEAKWD,Real Time,Load Zone CPS,32.75
7737,2018-03-22,1600,1530,PEAKWD,Real Time,Load Zone CPS,33.9
7738,2018-03-22,1600,1545,PEAKWD,Real Time,Load Zone CPS,34.03
7739,2018-03-22,1600,1600,PEAKWD,Real Time,Load Zone CPS,32.43
7740,2018-03-22,1700,1615,PEAKWD,Real Time,Load Zone CPS,32.4
7741,2018-03-22,1700,1630,PEAKWD,Real Time,Load Zone CPS,30.89
7742,2018-03-22,1700,1645,PEAKWD,Real Time,Load Zone CPS,31.3
7743,2018-03-22,1700,1700,PEAKWD,Real Time,Load Zone CPS,30.75
7744,2018-03-22,1800,1715,PEAKWD,Real Time,Load Zone CPS,29.62
7745,2018-03-22,1800,1730,PEAKWD,Real Time,Load Zone CPS,25.79
7746,2018-03-22,1800,1745,PEAKWD,Real Time,Load Zone CPS,25.22
7747,2018-03-22,1800,1800,PEAKWD,Real Time,Load Zone CPS,23.36
7748,2018-03-22,1900,1815,PEAKWD,Real Time,Load Zone CPS,22.7
7749,2018-03-22,1900,1830,PEAKWD,Real Time,Load Zone CPS,21.68
7750,2018-03-22,1900,1845,PEAKWD,Real Time,Load Zone CPS,20.89
7751,2018-03-22,1900,1900,PEAKWD,Real Time,Load Zone CPS,20.16
7752,2018-03-22,2000,1915,PEAKWD,Real Time,Load Zone CPS,19.9
7753,2018-03-22,2000,1930,PEAKWD,Real Time,Load Zone CPS,20.07
7754,2018-03-22,2000,1945,PEAKWD,Real Time,Load Zone CPS,20.12
7755,2018-03-22,2000,2000,PEAKWD,Real Time,Load Zone CPS,20.69
7756,2018-03-22,2100,2015,PEAKWD,Real Time,Load Zone CPS,22.11
7757,2018-03-22,2100,2030,PEAKWD,Real Time,Load Zone CPS,22.49
7758,2018-03-22,2100,2045,PEAKWD,Real Time,Load Zone CPS,21.01
7759,2018-03-22,2100,2100,PEAKWD,Real Time,Load Zone CPS,20.54
7760,2018-03-22,2200,2115,PEAKWD,Real Time,Load Zone CPS,21.03
7761,2018-03-22,2200,2130,PEAKWD,Real Time,Load Zone CPS,21.04
7762,2018-03-22,2200,2145,PEAKWD,Real Time,Load Zone CPS,17.51
7763,2018-03-22,2200,2200,PEAKWD,Real Time,Load Zone CPS,15.96
7764,2018-03-22,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,18.17
7765,2018-03-22,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,19.22
7766,2018-03-22,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,17.7
7767,2018-03-22,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,18.26
7768,2018-03-22,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,17.23
7769,2018-03-22,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,15.29
7770,2018-03-22,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,14.25
7771,2018-03-22,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,13.28
7772,2018-03-23,100,15,OFF-PEAK,Real Time,Load Zone CPS,15.96
7773,2018-03-23,100,30,OFF-PEAK,Real Time,Load Zone CPS,16.92
7774,2018-03-23,100,45,OFF-PEAK,Real Time,Load Zone CPS,16.53
7775,2018-03-23,100,100,OFF-PEAK,Real Time,Load Zone CPS,14.52
7776,2018-03-23,200,115,OFF-PEAK,Real Time,Load Zone CPS,16.14
7777,2018-03-23,200,130,OFF-PEAK,Real Time,Load Zone CPS,14.67
7778,2018-03-23,200,145,OFF-PEAK,Real Time,Load Zone CPS,13.22
